Field of Study,Current Occupation,Age,Gender,Years of Experience,Education Level,Industry Growth Rate,Job Satisfaction,Work-Life Balance,Job Opportunities,Salary,Job Security,Career Change Interest,Skills Gap,Certifications,Freelancing Experience,Geographic Mobility,Professional Networks,Career Change Events,Technology Adoption,Likely to Change Occupation,Education Level (ord),Industry Growth Rate (ord)
Business,Artist,42.0,Female,27.0,Bachelor's,High,8.0,7.0,89.0,154449.0,5.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,1.0,2.0
Medicine,Business Analyst,35.0,Female,18.0,PhD,High,1.0,2.0,2.0,68645.0,7.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,3.0,2.0
Mechanical Engineering,Artist,29.0,Female,16.0,PhD,Medium,8.0,9.0,52.0,121718.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,3.0,1.0
Mechanical Engineering,Software Developer,45.0,Male,0.0,Bachelor's,High,8.0,10.0,3.0,110588.0,4.0,0.0,4.0,1.0,0.0,0.0,10.0,0.0,4.0,0.0,1.0,2.0
Psychology,Artist,52.0,Female,20.0,Bachelor's,High,2.0,5.0,21.0,163791.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0
Psychology,Business Analyst,36.0,Male,22.0,High School,High,7.0,10.0,63.0,92784.0,8.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,2.0
Education,Biologist,27.0,Male,12.0,Bachelor's,High,7.0,8.0,58.0,92363.0,1.0,0.0,7.0,1.0,0.0,0.0,9.0,2.0,6.0,0.0,1.0,2.0
Business,Software Developer,38.0,Male,28.0,Master's,Low,6.0,9.0,39.0,129072.0,9.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0
Arts,Software Developer,29.0,Male,9.0,Bachelor's,Medium,9.0,2.0,46.0,141988.0,7.0,0.0,6.0,0.0,1.0,0.0,9.0,0.0,9.0,0.0,1.0,1.0
Mechanical Engineering,Doctor,45.0,Female,17.0,High School,High,9.0,10.0,11.0,50575.0,5.0,1.0,3.0,1.0,0.0,1.0,7.0,0.0,3.0,1.0,0.0,2.0
Biology,Business Analyst,40.0,Female,15.0,High School,Medium,9.0,6.0,32.0,77328.0,3.0,1.0,10.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,1.0
Education,Artist,20.0,Male,22.0,Bachelor's,Low,6.0,7.0,30.0,86796.0,9.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,1.0,0.0
Law,Software Developer,47.0,Female,3.0,PhD,Medium,9.0,1.0,47.0,116177.0,1.0,0.0,9.0,1.0,0.0,0.0,8.0,2.0,1.0,0.0,3.0,1.0
Education,Doctor,50.0,Female,22.0,PhD,Medium,4.0,5.0,80.0,96863.0,10.0,0.0,5.0,0.0,0.0,1.0,10.0,1.0,7.0,1.0,3.0,1.0
Business,Psychologist,22.0,Male,15.0,High School,Medium,6.0,1.0,38.0,140615.0,6.0,1.0,3.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,0.0,1.0
Arts,Lawyer,33.0,Female,20.0,Master's,Medium,1.0,7.0,25.0,191510.0,3.0,0.0,4.0,0.0,0.0,1.0,8.0,1.0,10.0,1.0,2.0,1.0
Arts,Teacher,55.0,Male,29.0,PhD,Medium,7.0,1.0,27.0,175771.0,10.0,1.0,6.0,0.0,0.0,0.0,10.0,1.0,4.0,1.0,3.0,1.0
Psychology,Artist,45.0,Female,8.0,Bachelor's,High,10.0,10.0,71.0,48535.0,10.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,8.0,1.0,1.0,2.0
Economics,Software Developer,24.0,Male,17.0,Master's,Medium,10.0,2.0,65.0,82658.0,4.0,0.0,4.0,1.0,0.0,0.0,6.0,1.0,8.0,0.0,2.0,1.0
Arts,Biologist,39.0,Male,33.0,PhD,High,5.0,1.0,76.0,144850.0,9.0,1.0,6.0,0.0,0.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0
Psychology,Doctor,52.0,Female,37.0,Master's,High,2.0,3.0,73.0,188597.0,1.0,0.0,6.0,1.0,1.0,0.0,9.0,1.0,10.0,1.0,2.0,2.0
Education,Artist,28.0,Female,31.0,High School,Low,10.0,9.0,67.0,80973.0,4.0,0.0,4.0,1.0,1.0,1.0,4.0,0.0,9.0,0.0,0.0,0.0
Arts,Mechanical Engineer,53.0,Male,21.0,PhD,Medium,8.0,8.0,78.0,49106.0,4.0,0.0,8.0,1.0,0.0,1.0,9.0,1.0,3.0,1.0,3.0,1.0
Economics,Psychologist,44.0,Male,22.0,High School,Low,7.0,1.0,54.0,175958.0,9.0,0.0,7.0,0.0,0.0,1.0,10.0,1.0,6.0,0.0,0.0,0.0
Medicine,Doctor,27.0,Male,12.0,Bachelor's,Low,10.0,8.0,4.0,195481.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,10.0,0.0,1.0,0.0
Economics,Mechanical Engineer,49.0,Male,7.0,Bachelor's,Medium,5.0,4.0,87.0,137239.0,6.0,1.0,4.0,1.0,0.0,0.0,6.0,1.0,5.0,1.0,1.0,1.0
Arts,Lawyer,43.0,Male,23.0,PhD,Medium,10.0,7.0,98.0,165569.0,5.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,3.0,1.0
Education,Biologist,46.0,Female,34.0,PhD,High,7.0,7.0,34.0,63711.0,5.0,0.0,8.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,3.0,2.0
Law,Psychologist,28.0,Female,2.0,PhD,Medium,7.0,8.0,71.0,107714.0,2.0,0.0,9.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0
Medicine,Business Analyst,37.0,Female,39.0,Bachelor's,Low,1.0,1.0,39.0,34719.0,7.0,1.0,5.0,1.0,0.0,0.0,7.0,0.0,9.0,1.0,1.0,0.0
Business,Software Developer,56.0,Female,3.0,Bachelor's,High,1.0,3.0,53.0,165839.0,6.0,0.0,9.0,0.0,0.0,0.0,5.0,2.0,9.0,1.0,1.0,2.0
Mechanical Engineering,Doctor,59.0,Female,2.0,PhD,High,5.0,9.0,84.0,108488.0,6.0,0.0,8.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0
Medicine,Doctor,41.0,Female,26.0,High School,Low,7.0,3.0,89.0,87241.0,8.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,9.0,0.0,0.0,0.0
Education,Mechanical Engineer,22.0,Male,32.0,PhD,Low,9.0,10.0,67.0,182365.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0
Biology,Business Analyst,46.0,Female,31.0,Master's,High,7.0,10.0,35.0,170650.0,10.0,0.0,9.0,1.0,0.0,0.0,4.0,1.0,8.0,0.0,2.0,2.0
Computer Science,Psychologist,45.0,Female,5.0,High School,Low,8.0,7.0,37.0,92641.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,10.0,0.0,0.0,0.0
Economics,Psychologist,30.0,Male,24.0,PhD,High,4.0,4.0,65.0,198471.21,6.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0
Medicine,Software Developer,28.0,Male,15.0,High School,Medium,7.0,1.0,64.0,94325.0,2.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,7.0,0.0,0.0,1.0
Law,Biologist,59.0,Male,26.0,High School,Medium,4.0,1.0,93.0,39044.0,10.0,0.0,7.0,0.0,0.0,1.0,8.0,1.0,7.0,1.0,0.0,1.0
Mechanical Engineering,Doctor,51.0,Male,6.0,Master's,Medium,10.0,2.0,83.0,161689.0,4.0,0.0,3.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,2.0,1.0
Law,Software Developer,41.0,Female,11.0,Bachelor's,High,3.0,8.0,2.0,152362.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,1.0,2.0
Arts,Artist,48.0,Male,36.0,High School,Low,5.0,6.0,64.0,90147.0,2.0,0.0,6.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0
Arts,Doctor,57.0,Female,18.0,Master's,High,2.0,3.0,75.0,63448.0,10.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0
Medicine,Economist,36.0,Female,20.0,High School,High,4.0,2.0,97.0,80700.0,7.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,2.0
Education,Doctor,37.0,Male,39.0,High School,High,1.0,6.0,52.0,190938.0,10.0,0.0,6.0,0.0,1.0,0.0,8.0,2.0,2.0,1.0,0.0,2.0
Medicine,Doctor,27.0,Female,14.0,Bachelor's,Low,5.0,8.0,14.0,79172.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0
Economics,Doctor,42.0,Female,18.0,Master's,Low,5.0,3.0,36.0,130843.0,4.0,0.0,7.0,0.0,0.0,0.0,9.0,2.0,5.0,0.0,2.0,0.0
Education,Psychologist,32.0,Female,9.0,Bachelor's,Low,10.0,3.0,44.0,92468.0,5.0,0.0,8.0,0.0,0.0,0.0,5.0,2.0,10.0,0.0,1.0,0.0
Education,Psychologist,56.0,Female,5.0,High School,Medium,5.0,3.0,20.0,37228.0,3.0,1.0,10.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0
Business,Biologist,39.0,Female,33.0,Master's,High,10.0,7.0,41.0,180088.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,8.0,1.0,2.0,2.0
Medicine,Psychologist,45.0,Male,3.0,High School,Medium,3.0,8.0,56.0,128021.0,2.0,0.0,7.0,0.0,0.0,1.0,3.0,2.0,8.0,1.0,0.0,1.0
Computer Science,Teacher,56.0,Male,25.0,Bachelor's,High,2.0,6.0,75.0,197676.0,3.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,10.0,1.0,1.0,2.0
Business,Economist,31.0,Female,28.0,Master's,Medium,7.0,5.0,97.0,139518.0,8.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,2.0,1.0
Computer Science,Doctor,48.0,Male,7.0,PhD,Medium,6.0,9.0,60.0,156521.0,6.0,0.0,8.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,3.0,1.0
Business,Business Analyst,47.0,Male,3.0,PhD,Medium,3.0,3.0,10.0,79136.0,7.0,1.0,9.0,0.0,1.0,0.0,10.0,0.0,2.0,1.0,3.0,1.0
Computer Science,Mechanical Engineer,56.0,Male,39.0,PhD,Medium,5.0,2.0,32.0,120475.0,7.0,0.0,5.0,1.0,0.0,0.0,6.0,1.0,10.0,0.0,3.0,1.0
Law,Psychologist,48.0,Male,37.0,High School,High,10.0,7.0,44.0,177963.0,4.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,2.0
Mechanical Engineering,Economist,46.0,Male,24.0,Master's,Medium,2.0,6.0,32.0,127917.0,1.0,0.0,7.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,2.0,1.0
Law,Doctor,52.0,Female,17.0,PhD,High,7.0,2.0,75.0,127024.0,8.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0,7.0,0.0,3.0,2.0
Law,Psychologist,51.0,Female,37.0,High School,Medium,3.0,7.0,13.0,62767.0,10.0,1.0,9.0,0.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,1.0
Medicine,Artist,23.0,Male,5.0,High School,High,9.0,9.0,85.0,104114.0,6.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,2.0
Mechanical Engineering,Business Analyst,43.0,Female,4.0,PhD,Low,10.0,10.0,49.0,98678.0,6.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0
Medicine,Artist,49.0,Female,18.0,Master's,High,2.0,9.0,95.0,178122.0,10.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,2.0,2.0
Arts,Lawyer,30.0,Female,35.0,Master's,Low,6.0,7.0,71.0,102555.0,9.0,1.0,10.0,0.0,0.0,1.0,10.0,0.0,8.0,1.0,2.0,0.0
Biology,Biologist,27.0,Male,10.0,PhD,High,9.0,10.0,34.0,125046.0,4.0,1.0,6.0,0.0,1.0,1.0,5.0,1.0,6.0,1.0,3.0,2.0
Psychology,Business Analyst,26.0,Male,30.0,Bachelor's,High,10.0,6.0,30.0,159180.0,1.0,0.0,6.0,1.0,0.0,0.0,4.0,1.0,7.0,0.0,1.0,2.0
Education,Software Developer,22.0,Male,39.0,Master's,Low,2.0,5.0,15.0,43977.0,3.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,9.0,1.0,2.0,0.0
Biology,Teacher,59.0,Male,34.0,Bachelor's,High,4.0,5.0,72.0,62474.0,4.0,0.0,4.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,1.0,2.0
Education,Software Developer,31.0,Female,35.0,High School,Low,10.0,2.0,22.0,145848.0,5.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0
Law,Teacher,36.0,Male,19.0,High School,Medium,3.0,9.0,29.0,83707.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0
Medicine,Artist,39.0,Male,35.0,Master's,Low,1.0,5.0,4.0,147305.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,10.0,1.0,2.0,0.0
Education,Psychologist,47.0,Male,33.0,Master's,Medium,10.0,6.0,50.0,147552.0,10.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0
Computer Science,Psychologist,43.0,Male,22.0,High School,High,5.0,4.0,63.0,132135.0,8.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0
Biology,Teacher,52.0,Female,6.0,PhD,High,5.0,8.0,33.0,92820.0,5.0,0.0,5.0,1.0,1.0,0.0,6.0,2.0,8.0,0.0,3.0,2.0
Psychology,Doctor,53.0,Female,23.0,Master's,High,9.0,9.0,83.0,198178.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,2.0
Mechanical Engineering,Economist,23.0,Female,22.0,PhD,Low,8.0,2.0,48.0,183761.0,5.0,0.0,10.0,0.0,1.0,1.0,3.0,0.0,8.0,0.0,3.0,0.0
Medicine,Business Analyst,36.0,Female,38.0,High School,High,5.0,3.0,50.0,165551.0,3.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,2.0
Computer Science,Lawyer,37.0,Female,24.0,PhD,High,8.0,9.0,20.0,93024.0,10.0,0.0,9.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,3.0,2.0
Arts,Lawyer,40.0,Female,1.0,PhD,Low,6.0,2.0,56.0,39675.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,0.0
Law,Economist,42.0,Female,33.0,Bachelor's,Low,9.0,8.0,25.0,128845.0,7.0,0.0,10.0,0.0,0.0,0.0,10.0,1.0,4.0,0.0,1.0,0.0
Business,Doctor,55.0,Female,24.0,High School,Medium,5.0,9.0,91.0,60292.0,7.0,1.0,5.0,0.0,0.0,0.0,9.0,2.0,5.0,1.0,0.0,1.0
Arts,Lawyer,47.0,Female,1.0,PhD,Low,1.0,10.0,85.0,35084.0,10.0,0.0,10.0,1.0,0.0,0.0,4.0,2.0,9.0,1.0,3.0,0.0
Law,Business Analyst,51.0,Female,26.0,Bachelor's,High,6.0,3.0,81.0,74925.0,7.0,0.0,9.0,1.0,1.0,0.0,3.0,2.0,10.0,0.0,1.0,2.0
Education,Teacher,47.0,Female,32.0,PhD,Medium,4.0,7.0,64.0,46647.0,4.0,1.0,9.0,0.0,0.0,1.0,6.0,1.0,3.0,1.0,3.0,1.0
Economics,Business Analyst,40.0,Male,28.0,Bachelor's,Low,9.0,9.0,6.0,198471.21,2.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,6.0,0.0,1.0,0.0
Arts,Psychologist,27.0,Male,22.0,PhD,High,5.0,7.0,40.0,71035.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,3.0,2.0
Arts,Business Analyst,37.0,Male,32.0,PhD,Medium,5.0,1.0,98.0,59000.0,1.0,0.0,8.0,0.0,1.0,1.0,9.0,1.0,9.0,0.0,3.0,1.0
Psychology,Doctor,41.0,Female,23.0,PhD,Low,10.0,6.0,53.0,192499.0,7.0,0.0,8.0,0.0,0.0,1.0,9.0,0.0,6.0,0.0,3.0,0.0
Business,Artist,37.0,Male,16.0,PhD,Low,8.0,1.0,6.0,171281.0,3.0,1.0,9.0,1.0,0.0,0.0,5.0,1.0,8.0,1.0,3.0,0.0
Biology,Psychologist,51.0,Female,2.0,Master's,High,9.0,8.0,39.0,184212.0,9.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,2.0
Computer Science,Psychologist,42.0,Male,36.0,Master's,High,9.0,8.0,33.0,192371.0,5.0,0.0,8.0,1.0,0.0,0.0,6.0,1.0,7.0,0.0,2.0,2.0
Education,Lawyer,23.0,Male,37.0,High School,Low,1.0,6.0,22.0,45718.0,1.0,0.0,5.0,0.0,0.0,0.0,10.0,1.0,5.0,1.0,0.0,0.0
Medicine,Mechanical Engineer,38.0,Female,13.0,High School,Medium,1.0,7.0,84.0,176283.0,5.0,0.0,8.0,0.0,0.0,1.0,9.0,2.0,1.0,1.0,0.0,1.0
Mechanical Engineering,Lawyer,32.0,Female,18.0,Master's,Low,9.0,2.0,95.0,162105.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,2.0,0.0
Education,Lawyer,49.0,Female,37.0,High School,Medium,5.0,10.0,55.0,81791.0,4.0,0.0,10.0,0.0,0.0,1.0,8.0,1.0,2.0,0.0,0.0,1.0
Psychology,Lawyer,30.0,Female,29.0,High School,Medium,4.0,4.0,55.0,180665.0,6.0,0.0,2.0,0.0,1.0,1.0,9.0,2.0,5.0,1.0,0.0,1.0
Mechanical Engineering,Mechanical Engineer,27.0,Female,34.0,Master's,High,6.0,6.0,19.0,78827.0,8.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,2.0,2.0
Arts,Economist,40.0,Male,21.0,High School,High,7.0,3.0,5.0,145605.0,2.0,0.0,9.0,1.0,0.0,0.0,4.0,2.0,9.0,0.0,0.0,2.0
Education,Economist,27.0,Female,33.0,Master's,Low,2.0,3.0,73.0,129352.0,6.0,1.0,5.0,0.0,0.0,1.0,8.0,0.0,3.0,1.0,2.0,0.0
Computer Science,Software Developer,24.0,Female,8.0,Bachelor's,Medium,2.0,5.0,99.0,128834.0,8.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,10.0,1.0,1.0,1.0
Computer Science,Artist,32.0,Male,15.0,Bachelor's,High,8.0,7.0,11.0,65696.0,4.0,0.0,7.0,1.0,0.0,0.0,8.0,1.0,4.0,0.0,1.0,2.0
Economics,Lawyer,47.0,Male,27.0,Bachelor's,Medium,6.0,1.0,86.0,89520.0,9.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,5.0,0.0,1.0,1.0
Economics,Lawyer,42.0,Male,24.0,High School,High,9.0,1.0,27.0,105342.0,5.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0
Medicine,Mechanical Engineer,42.0,Male,37.0,Bachelor's,Low,5.0,10.0,84.0,46220.0,1.0,0.0,9.0,1.0,0.0,0.0,4.0,0.0,7.0,1.0,1.0,0.0
Arts,Business Analyst,42.0,Female,32.0,High School,High,8.0,5.0,19.0,42279.0,3.0,0.0,8.0,0.0,1.0,0.0,7.0,0.0,8.0,1.0,0.0,2.0
Psychology,Doctor,34.0,Male,12.0,Bachelor's,High,10.0,10.0,23.0,189876.0,7.0,0.0,5.0,0.0,1.0,0.0,10.0,0.0,2.0,0.0,1.0,2.0
Education,Teacher,44.0,Male,26.0,PhD,High,9.0,6.0,23.0,67953.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,3.0,2.0
Law,Economist,44.0,Female,0.0,PhD,High,2.0,10.0,53.0,39191.0,4.0,0.0,3.0,1.0,1.0,0.0,10.0,2.0,7.0,1.0,3.0,2.0
Medicine,Economist,58.0,Female,18.0,High School,Medium,10.0,9.0,22.0,53624.0,10.0,1.0,5.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0
Biology,Artist,24.0,Male,29.0,Bachelor's,Medium,8.0,1.0,79.0,133042.0,7.0,0.0,10.0,1.0,0.0,1.0,8.0,1.0,2.0,0.0,1.0,1.0
Computer Science,Psychologist,33.0,Male,22.0,PhD,Medium,2.0,7.0,56.0,154522.0,5.0,0.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0
Biology,Teacher,50.0,Female,4.0,Bachelor's,High,9.0,1.0,61.0,117867.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,1.0,2.0
Medicine,Software Developer,36.0,Female,31.0,PhD,Low,3.0,9.0,94.0,87649.0,4.0,0.0,6.0,1.0,0.0,0.0,4.0,1.0,2.0,1.0,3.0,0.0
Psychology,Teacher,56.0,Female,17.0,Bachelor's,High,5.0,4.0,76.0,92349.0,3.0,1.0,9.0,1.0,0.0,0.0,8.0,1.0,5.0,1.0,1.0,2.0
Biology,Economist,37.0,Male,35.0,Master's,High,6.0,2.0,32.0,83810.0,3.0,0.0,5.0,0.0,1.0,0.0,7.0,0.0,8.0,0.0,2.0,2.0
Biology,Doctor,31.0,Female,35.0,Bachelor's,Low,10.0,3.0,18.0,196547.0,2.0,0.0,10.0,1.0,0.0,0.0,3.0,2.0,6.0,0.0,1.0,0.0
Arts,Lawyer,53.0,Male,30.0,PhD,Low,5.0,9.0,18.0,167240.0,10.0,0.0,9.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,3.0,0.0
Mechanical Engineering,Doctor,25.0,Female,10.0,Master's,Medium,7.0,10.0,90.0,151684.0,6.0,1.0,7.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
Biology,Business Analyst,30.0,Male,3.0,Master's,Medium,10.0,5.0,36.0,109439.0,1.0,0.0,3.0,1.0,0.0,0.0,8.0,0.0,10.0,0.0,2.0,1.0
Computer Science,Software Developer,38.0,Male,19.0,Bachelor's,Medium,7.0,9.0,27.0,71157.0,4.0,0.0,6.0,1.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0,1.0
Economics,Business Analyst,38.0,Male,12.0,PhD,Medium,8.0,1.0,63.0,86342.0,10.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0
Psychology,Doctor,44.0,Male,5.0,Master's,Medium,6.0,6.0,19.0,189210.0,3.0,1.0,5.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0,2.0,1.0
Education,Psychologist,26.0,Male,9.0,Bachelor's,Low,4.0,6.0,82.0,191222.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,0.0
Computer Science,Biologist,25.0,Female,13.0,Master's,High,2.0,8.0,76.0,47236.0,1.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,2.0,2.0
Computer Science,Doctor,55.0,Female,31.0,Master's,Medium,1.0,6.0,17.0,116511.0,6.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0
Education,Artist,51.0,Female,39.0,High School,Medium,3.0,9.0,80.0,63351.0,3.0,1.0,10.0,0.0,0.0,1.0,8.0,1.0,4.0,1.0,0.0,1.0
Business,Biologist,49.0,Male,19.0,Bachelor's,Medium,2.0,3.0,11.0,68243.0,3.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,8.0,1.0,1.0,1.0
Biology,Teacher,47.0,Male,18.0,Master's,Low,3.0,4.0,81.0,177289.0,10.0,1.0,8.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,2.0,0.0
Mechanical Engineering,Lawyer,42.0,Female,12.0,Bachelor's,High,10.0,10.0,69.0,179280.0,8.0,0.0,9.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,1.0,2.0
Arts,Business Analyst,53.0,Female,21.0,High School,Medium,4.0,1.0,63.0,107167.0,6.0,0.0,1.0,1.0,1.0,0.0,7.0,0.0,6.0,1.0,0.0,1.0
Medicine,Psychologist,33.0,Male,25.0,Bachelor's,High,9.0,9.0,20.0,65574.0,7.0,0.0,8.0,0.0,0.0,1.0,7.0,1.0,3.0,0.0,1.0,2.0
Medicine,Lawyer,29.0,Male,4.0,PhD,High,10.0,2.0,90.0,198451.0,6.0,0.0,6.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,3.0,2.0
Law,Biologist,49.0,Female,5.0,Bachelor's,Low,4.0,3.0,57.0,124991.0,8.0,0.0,8.0,1.0,0.0,1.0,10.0,2.0,9.0,1.0,1.0,0.0
Economics,Artist,52.0,Male,5.0,PhD,High,5.0,3.0,89.0,34798.0,1.0,0.0,2.0,0.0,1.0,0.0,9.0,2.0,10.0,1.0,3.0,2.0
Arts,Psychologist,29.0,Male,14.0,PhD,High,10.0,4.0,85.0,133853.0,6.0,0.0,10.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,2.0
Psychology,Teacher,53.0,Female,3.0,Bachelor's,Medium,6.0,10.0,65.0,188287.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0
Psychology,Mechanical Engineer,20.0,Male,10.0,High School,High,1.0,2.0,89.0,31880.71,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,7.0,1.0,0.0,2.0
Medicine,Business Analyst,20.0,Male,6.0,PhD,Low,8.0,2.0,2.0,173716.0,3.0,1.0,1.0,0.0,0.0,1.0,8.0,2.0,6.0,1.0,3.0,0.0
Mechanical Engineering,Software Developer,42.0,Female,11.0,Bachelor's,High,10.0,4.0,71.0,153662.0,4.0,0.0,8.0,0.0,0.0,1.0,9.0,0.0,5.0,0.0,1.0,2.0
Economics,Business Analyst,25.0,Male,22.0,Bachelor's,Low,6.0,9.0,72.0,66972.0,1.0,1.0,9.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0
Psychology,Software Developer,21.0,Male,30.0,High School,Low,1.0,7.0,94.0,198471.21,9.0,0.0,10.0,1.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0
Business,Psychologist,24.0,Male,18.0,PhD,High,9.0,6.0,6.0,128531.0,1.0,1.0,10.0,0.0,0.0,0.0,8.0,2.0,8.0,1.0,3.0,2.0
Business,Doctor,24.0,Female,35.0,High School,Medium,2.0,5.0,79.0,40247.0,2.0,0.0,5.0,0.0,0.0,1.0,4.0,2.0,5.0,1.0,0.0,1.0
Education,Mechanical Engineer,30.0,Female,3.0,Bachelor's,High,6.0,1.0,77.0,157085.0,6.0,1.0,9.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0
Law,Software Developer,56.0,Male,34.0,Bachelor's,High,1.0,6.0,30.0,89172.0,2.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,10.0,1.0,1.0,2.0
Arts,Biologist,42.0,Male,33.0,Bachelor's,Medium,5.0,1.0,26.0,66825.0,2.0,1.0,10.0,0.0,0.0,0.0,9.0,2.0,2.0,1.0,1.0,1.0
Biology,Business Analyst,32.0,Female,38.0,Bachelor's,Low,4.0,9.0,19.0,129029.0,5.0,0.0,1.0,0.0,1.0,0.0,9.0,2.0,5.0,1.0,1.0,0.0
